year,gennme,state,halfyear,totalRX
2012,Albuterol Sulfate/Ipratropium Bromide,NC,1,13842
2012,Arformoterol Tartrate,NC,1,352
2012,Formoterol Fumarate,NC,1,409
2012,Indacaterol Maleate,NC,1,10
2012,Roflumilast,NC,1,470
2012,Albuterol Sulfate/Ipratropium Bromide,NC,2,13041
2012,Arformoterol Tartrate,NC,2,359
2012,Formoterol Fumarate,NC,2,498
2012,Indacaterol Maleate,NC,2,10
2012,Roflumilast,NC,2,725
2012,Albuterol Sulfate/Ipratropium Bromide,NE,1,3182
2012,Arformoterol Tartrate,NE,1,233
2012,Formoterol Fumarate,NE,1,60
2012,Roflumilast,NE,1,28
2012,Albuterol Sulfate/Ipratropium Bromide,NE,2,3433
2012,Arformoterol Tartrate,NE,2,289
2012,Formoterol Fumarate,NE,2,77
2012,Roflumilast,NE,2,89
2012,Albuterol Sulfate/Ipratropium Bromide,NH,1,3331
2012,Arformoterol Tartrate,NH,1,40
2012,Formoterol Fumarate,NH,1,20
2012,Roflumilast,NH,1,20
2012,Albuterol Sulfate/Ipratropium Bromide,NH,2,3897
2012,Arformoterol Tartrate,NH,2,109
2012,Formoterol Fumarate,NH,2,30
2012,Roflumilast,NH,2,20
2012,Albuterol Sulfate/Ipratropium Bromide,NJ,1,9448
2012,Arformoterol Tartrate,NJ,1,252
2012,Formoterol Fumarate,NJ,1,509
2012,Roflumilast,NJ,1,479
2012,Aclidinium Bromide,NJ,2,17
2012,Albuterol Sulfate/Ipratropium Bromide,NJ,2,9500
2012,Arformoterol Tartrate,NJ,2,288
2012,Formoterol Fumarate,NJ,2,523
2012,Indacaterol Maleate,NJ,2,10
2012,Roflumilast,NJ,2,574
2012,Albuterol Sulfate/Ipratropium Bromide,NM,1,2951
2012,Arformoterol Tartrate,NM,1,10
2012,Formoterol Fumarate,NM,1,71
2012,Roflumilast,NM,1,10
2012,Albuterol Sulfate/Ipratropium Bromide,NM,2,2840
2012,Arformoterol Tartrate,NM,2,30
2012,Formoterol Fumarate,NM,2,122
2012,Roflumilast,NM,2,24
2012,Albuterol Sulfate/Ipratropium Bromide,NV,1,2929
2012,Arformoterol Tartrate,NV,1,50
2012,Formoterol Fumarate,NV,1,121
2012,Indacaterol Maleate,NV,1,10
2012,Roflumilast,NV,1,278
2012,Albuterol Sulfate/Ipratropium Bromide,NV,2,3053
2012,Arformoterol Tartrate,NV,2,85
2012,Formoterol Fumarate,NV,2,78
2012,Indacaterol Maleate,NV,2,20
2012,Roflumilast,NV,2,317
2012,Albuterol Sulfate/Ipratropium Bromide,NY,1,41426
2012,Arformoterol Tartrate,NY,1,1080
2012,Formoterol Fumarate,NY,1,2050
2012,Indacaterol Maleate,NY,1,10
2012,Roflumilast,NY,1,1370
2012,Aclidinium Bromide,NY,2,20
2012,Albuterol Sulfate/Ipratropium Bromide,NY,2,38875
2012,Arformoterol Tartrate,NY,2,1049
2012,Formoterol Fumarate,NY,2,2118
2012,Indacaterol Maleate,NY,2,20
2012,Roflumilast,NY,2,1609
2012,Albuterol Sulfate/Ipratropium Bromide,OH,1,33472
2012,Arformoterol Tartrate,OH,1,1589
2012,Formoterol Fumarate,OH,1,2069
2012,Roflumilast,OH,1,1125
2012,Albuterol Sulfate/Ipratropium Bromide,OH,2,41745
2012,Arformoterol Tartrate,OH,2,1853
2012,Formoterol Fumarate,OH,2,2206
2012,Indacaterol Maleate,OH,2,40
2012,Roflumilast,OH,2,2788
2012,Albuterol Sulfate/Ipratropium Bromide,OK,1,7753
2012,Arformoterol Tartrate,OK,1,105
2012,Formoterol Fumarate,OK,1,175
2012,Roflumilast,OK,1,123
2012,Albuterol Sulfate/Ipratropium Bromide,OK,2,10490
2012,Arformoterol Tartrate,OK,2,572
2012,Formoterol Fumarate,OK,2,166
2012,Roflumilast,OK,2,148
2012,Albuterol Sulfate/Ipratropium Bromide,OR,1,9532
2012,Arformoterol Tartrate,OR,1,70
2012,Formoterol Fumarate,OR,1,213
2012,Roflumilast,OR,1,54
2012,Albuterol Sulfate/Ipratropium Bromide,OR,2,7561
2012,Arformoterol Tartrate,OR,2,78
2012,Formoterol Fumarate,OR,2,233
2012,Roflumilast,OR,2,36
2012,Albuterol Sulfate/Ipratropium Bromide,PA,1,21385
2012,Arformoterol Tartrate,PA,1,553
2012,Formoterol Fumarate,PA,1,322
2012,Roflumilast,PA,1,246
2012,Albuterol Sulfate/Ipratropium Bromide,PA,2,19151
2012,Arformoterol Tartrate,PA,2,545
2012,Formoterol Fumarate,PA,2,291
2012,Indacaterol Maleate,PA,2,10
2012,Roflumilast,PA,2,521
2012,Albuterol Sulfate/Ipratropium Bromide,RI,1,1935
2012,Formoterol Fumarate,RI,1,20
2012,Roflumilast,RI,1,20
2012,Albuterol Sulfate/Ipratropium Bromide,RI,2,1305
2012,Formoterol Fumarate,RI,2,40
2012,Roflumilast,RI,2,20
2012,Albuterol Sulfate/Ipratropium Bromide,SC,1,6410
2012,Arformoterol Tartrate,SC,1,76
2012,Formoterol Fumarate,SC,1,111
2012,Roflumilast,SC,1,113
2012,Aclidinium Bromide,SC,2,10
2012,Albuterol Sulfate/Ipratropium Bromide,SC,2,6952
2012,Arformoterol Tartrate,SC,2,166
2012,Formoterol Fumarate,SC,2,197
2012,Indacaterol Maleate,SC,2,20
2012,Roflumilast,SC,2,235
2012,Albuterol Sulfate/Ipratropium Bromide,SD,1,1102
2012,Arformoterol Tartrate,SD,1,78
2012,Formoterol Fumarate,SD,1,50
2012,Roflumilast,SD,1,27
2012,Albuterol Sulfate/Ipratropium Bromide,SD,2,929
2012,Arformoterol Tartrate,SD,2,116
2012,Formoterol Fumarate,SD,2,30
2012,Roflumilast,SD,2,40
2012,Albuterol Sulfate/Ipratropium Bromide,TN,1,13252
2012,Arformoterol Tartrate,TN,1,206
2012,Formoterol Fumarate,TN,1,566
2012,Roflumilast,TN,1,93
2012,Albuterol Sulfate/Ipratropium Bromide,TN,2,16253
2012,Arformoterol Tartrate,TN,2,1123
2012,Formoterol Fumarate,TN,2,1125
2012,Indacaterol Maleate,TN,2,20
2012,Roflumilast,TN,2,167
2012,Albuterol Sulfate/Ipratropium Bromide,TX,1,8788
2012,Formoterol Fumarate,TX,1,555
2012,Roflumilast,TX,1,499
2012,Albuterol Sulfate/Ipratropium Bromide,TX,2,9436
2012,Formoterol Fumarate,TX,2,379
2012,Roflumilast,TX,2,103
2012,Albuterol Sulfate/Ipratropium Bromide,UT,1,2258
2012,Arformoterol Tartrate,UT,1,64
2012,Formoterol Fumarate,UT,1,48
2012,Roflumilast,UT,1,127
2012,Aclidinium Bromide,UT,2,10
2012,Albuterol Sulfate/Ipratropium Bromide,UT,2,2285
2012,Arformoterol Tartrate,UT,2,57
2012,Formoterol Fumarate,UT,2,64
2012,Roflumilast,UT,2,186
2012,Albuterol Sulfate/Ipratropium Bromide,VA,1,13282
2012,Arformoterol Tartrate,VA,1,512
2012,Formoterol Fumarate,VA,1,427
2012,Roflumilast,VA,1,165
2012,Aclidinium Bromide,VA,2,20
2012,Albuterol Sulfate/Ipratropium Bromide,VA,2,19426
2012,Arformoterol Tartrate,VA,2,1175
2012,Formoterol Fumarate,VA,2,673
2012,Roflumilast,VA,2,303
2012,Albuterol Sulfate/Ipratropium Bromide,VT,1,2162
2012,Arformoterol Tartrate,VT,1,30
2012,Formoterol Fumarate,VT,1,54
2012,Roflumilast,VT,1,49
2012,Albuterol Sulfate/Ipratropium Bromide,VT,2,2082
2012,Arformoterol Tartrate,VT,2,30
2012,Formoterol Fumarate,VT,2,66
2012,Roflumilast,VT,2,55
2012,Albuterol Sulfate/Ipratropium Bromide,WA,1,9777
2012,Arformoterol Tartrate,WA,1,54
2012,Formoterol Fumarate,WA,1,388
2012,Indacaterol Maleate,WA,1,10
2012,Roflumilast,WA,1,57
2012,Albuterol Sulfate/Ipratropium Bromide,WA,2,6236
2012,Arformoterol Tartrate,WA,2,50
2012,Formoterol Fumarate,WA,2,250
2012,Indacaterol Maleate,WA,2,20
2012,Roflumilast,WA,2,57
2012,Albuterol Sulfate/Ipratropium Bromide,WI,1,19008
2012,Arformoterol Tartrate,WI,1,186
2012,Formoterol Fumarate,WI,1,713
2012,Indacaterol Maleate,WI,1,10
2012,Roflumilast,WI,1,232
2012,Aclidinium Bromide,WI,2,10
2012,Albuterol Sulfate/Ipratropium Bromide,WI,2,19435
2012,Arformoterol Tartrate,WI,2,351
2012,Formoterol Fumarate,WI,2,664
2012,Indacaterol Maleate,WI,2,20
2012,Roflumilast,WI,2,320
2012,Albuterol Sulfate/Ipratropium Bromide,WV,1,5422
2012,Arformoterol Tartrate,WV,1,171
2012,Formoterol Fumarate,WV,1,191
2012,Roflumilast,WV,1,252
2012,Albuterol Sulfate/Ipratropium Bromide,WV,2,5187
2012,Arformoterol Tartrate,WV,2,235
2012,Formoterol Fumarate,WV,2,206
2012,Roflumilast,WV,2,330
2012,Albuterol Sulfate/Ipratropium Bromide,WY,1,1224
2012,Arformoterol Tartrate,WY,1,104
2012,Formoterol Fumarate,WY,1,77
2012,Roflumilast,WY,1,20
2012,Albuterol Sulfate/Ipratropium Bromide,WY,2,1155
2012,Arformoterol Tartrate,WY,2,78
2012,Formoterol Fumarate,WY,2,90
2012,Roflumilast,WY,2,27
2013,Aclidinium Bromide,AK,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,AK,1,1753
2013,Arformoterol Tartrate,AK,1,30
2013,Formoterol Fumarate,AK,1,40
2013,Roflumilast,AK,1,178
2013,Aclidinium Bromide,AK,2,20
2013,Albuterol Sulfate/Ipratropium Bromide,AK,2,1484
2013,Arformoterol Tartrate,AK,2,30
2013,Formoterol Fumarate,AK,2,40
2013,Roflumilast,AK,2,141
2013,Aclidinium Bromide,AL,1,40
2013,Albuterol Sulfate/Ipratropium Bromide,AL,1,11905
2013,Arformoterol Tartrate,AL,1,736
2013,Formoterol Fumarate,AL,1,883
2013,Indacaterol Maleate,AL,1,20
2013,Roflumilast,AL,1,1031
2013,Aclidinium Bromide,AL,2,57
2013,Albuterol Sulfate/Ipratropium Bromide,AL,2,10197
2013,Arformoterol Tartrate,AL,2,654
2013,Formoterol Fumarate,AL,2,808
2013,Indacaterol Maleate,AL,2,20
2013,Roflumilast,AL,2,1029
2013,Aclidinium Bromide,AR,1,34
2013,Albuterol Sulfate/Ipratropium Bromide,AR,1,2942
2013,Arformoterol Tartrate,AR,1,54
2013,Formoterol Fumarate,AR,1,43
2013,Indacaterol Maleate,AR,1,20
2013,Roflumilast,AR,1,88
2013,Aclidinium Bromide,AR,2,72
2013,Albuterol Sulfate/Ipratropium Bromide,AR,2,2730
2013,Arformoterol Tartrate,AR,2,51
2013,Formoterol Fumarate,AR,2,53
2013,Indacaterol Maleate,AR,2,20
2013,Roflumilast,AR,2,84
2013,Aclidinium Bromide,AZ,1,10
2013,Albuterol Sulfate/Ipratropium Bromide,AZ,1,8873
2013,Arformoterol Tartrate,AZ,1,63
2013,Formoterol Fumarate,AZ,1,178
2013,Indacaterol Maleate,AZ,1,10
2013,Roflumilast,AZ,1,137
2013,Aclidinium Bromide,AZ,2,103
2013,Albuterol Sulfate/Ipratropium Bromide,AZ,2,10921
2013,Arformoterol Tartrate,AZ,2,142
2013,Formoterol Fumarate,AZ,2,281
2013,Indacaterol Maleate,AZ,2,10
2013,Roflumilast,AZ,2,212
2013,Aclidinium Bromide,CA,1,345
2013,Albuterol Sulfate/Ipratropium Bromide,CA,1,40967
2013,Arformoterol Tartrate,CA,1,180
2013,Formoterol Fumarate,CA,1,530
2013,Indacaterol Maleate,CA,1,40
2013,Roflumilast,CA,1,811
2013,Aclidinium Bromide,CA,2,968
2013,Albuterol Sulfate/Ipratropium Bromide,CA,2,35820
2013,Arformoterol Tartrate,CA,2,239
2013,Formoterol Fumarate,CA,2,568
2013,Indacaterol Maleate,CA,2,40
2013,Roflumilast,CA,2,888
2013,Aclidinium Bromide,CO,1,22
2013,Albuterol Sulfate/Ipratropium Bromide,CO,1,7155
2013,Arformoterol Tartrate,CO,1,53
2013,Formoterol Fumarate,CO,1,134
2013,Roflumilast,CO,1,173
2013,Aclidinium Bromide,CO,2,24
2013,Albuterol Sulfate/Ipratropium Bromide,CO,2,7114
2013,Arformoterol Tartrate,CO,2,45
2013,Formoterol Fumarate,CO,2,137
2013,Indacaterol Maleate,CO,2,10
2013,Roflumilast,CO,2,181
2013,Aclidinium Bromide,CT,1,196
2013,Albuterol Sulfate/Ipratropium Bromide,CT,1,13061
2013,Arformoterol Tartrate,CT,1,377
2013,Formoterol Fumarate,CT,1,295
2013,Indacaterol Maleate,CT,1,20
2013,Roflumilast,CT,1,344
2013,Aclidinium Bromide,CT,2,279
2013,Albuterol Sulfate/Ipratropium Bromide,CT,2,11124
2013,Arformoterol Tartrate,CT,2,379
2013,Formoterol Fumarate,CT,2,277
2013,Indacaterol Maleate,CT,2,24
2013,Roflumilast,CT,2,344
2013,Aclidinium Bromide,DC,1,40
2013,Albuterol Sulfate/Ipratropium Bromide,DC,1,2173
2013,Arformoterol Tartrate,DC,1,40
2013,Formoterol Fumarate,DC,1,334
2013,Roflumilast,DC,1,40
2013,Aclidinium Bromide,DC,2,40
2013,Albuterol Sulfate/Ipratropium Bromide,DC,2,1791
2013,Arformoterol Tartrate,DC,2,50
2013,Formoterol Fumarate,DC,2,278
2013,Roflumilast,DC,2,43
2013,Aclidinium Bromide,DE,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,DE,1,1309
2013,Arformoterol Tartrate,DE,1,40
2013,Formoterol Fumarate,DE,1,75
2013,Indacaterol Maleate,DE,1,10
2013,Roflumilast,DE,1,56
2013,Aclidinium Bromide,DE,2,24
2013,Albuterol Sulfate/Ipratropium Bromide,DE,2,1392
2013,Arformoterol Tartrate,DE,2,40
2013,Formoterol Fumarate,DE,2,56
2013,Indacaterol Maleate,DE,2,20
2013,Roflumilast,DE,2,85
2013,Aclidinium Bromide,FL,1,326
2013,Albuterol Sulfate/Ipratropium Bromide,FL,1,26103
2013,Arformoterol Tartrate,FL,1,308
2013,Formoterol Fumarate,FL,1,397
2013,Roflumilast,FL,1,2188
2013,Aclidinium Bromide,FL,2,711
2013,Albuterol Sulfate/Ipratropium Bromide,FL,2,15298
2013,Arformoterol Tartrate,FL,2,298
2013,Formoterol Fumarate,FL,2,356
2013,Roflumilast,FL,2,2297
2013,Aclidinium Bromide,GA,1,194
2013,Albuterol Sulfate/Ipratropium Bromide,GA,1,14624
2013,Arformoterol Tartrate,GA,1,40
2013,Formoterol Fumarate,GA,1,268
2013,Indacaterol Maleate,GA,1,10
2013,Roflumilast,GA,1,221
2013,Aclidinium Bromide,GA,2,301
2013,Albuterol Sulfate/Ipratropium Bromide,GA,2,12436
2013,Arformoterol Tartrate,GA,2,38
2013,Formoterol Fumarate,GA,2,258
2013,Indacaterol Maleate,GA,2,20
2013,Roflumilast,GA,2,307
2013,Aclidinium Bromide,HI,1,69
2013,Albuterol Sulfate/Ipratropium Bromide,HI,1,2470
2013,Arformoterol Tartrate,HI,1,30
2013,Formoterol Fumarate,HI,1,50
2013,Roflumilast,HI,1,30
2013,Aclidinium Bromide,HI,2,127
2013,Albuterol Sulfate/Ipratropium Bromide,HI,2,2170
2013,Arformoterol Tartrate,HI,2,10
2013,Formoterol Fumarate,HI,2,30
2013,Roflumilast,HI,2,29
2013,Aclidinium Bromide,IA,1,58
2013,Albuterol Sulfate/Ipratropium Bromide,IA,1,8598
2013,Arformoterol Tartrate,IA,1,646
2013,Formoterol Fumarate,IA,1,138
2013,Roflumilast,IA,1,160
2013,Aclidinium Bromide,IA,2,67
2013,Albuterol Sulfate/Ipratropium Bromide,IA,2,7941
2013,Arformoterol Tartrate,IA,2,820
2013,Formoterol Fumarate,IA,2,191
2013,Roflumilast,IA,2,227
2013,Aclidinium Bromide,ID,1,26
2013,Albuterol Sulfate/Ipratropium Bromide,ID,1,3319
2013,Arformoterol Tartrate,ID,1,351
2013,Formoterol Fumarate,ID,1,194
2013,Roflumilast,ID,1,72
2013,Aclidinium Bromide,ID,2,51
2013,Albuterol Sulfate/Ipratropium Bromide,ID,2,3258
2013,Arformoterol Tartrate,ID,2,459
2013,Formoterol Fumarate,ID,2,213
2013,Roflumilast,ID,2,88
2013,Aclidinium Bromide,IL,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,IL,1,23123
2013,Arformoterol Tartrate,IL,1,1818
2013,Formoterol Fumarate,IL,1,1087
2013,Roflumilast,IL,1,167
2013,Aclidinium Bromide,IL,2,30
2013,Albuterol Sulfate/Ipratropium Bromide,IL,2,15356
2013,Arformoterol Tartrate,IL,2,974
2013,Formoterol Fumarate,IL,2,654
2013,Roflumilast,IL,2,241
2013,Aclidinium Bromide,IN,1,349
2013,Albuterol Sulfate/Ipratropium Bromide,IN,1,14462
2013,Arformoterol Tartrate,IN,1,827
2013,Formoterol Fumarate,IN,1,680
2013,Indacaterol Maleate,IN,1,10
2013,Roflumilast,IN,1,628
2013,Aclidinium Bromide,IN,2,298
2013,Albuterol Sulfate/Ipratropium Bromide,IN,2,12096
2013,Arformoterol Tartrate,IN,2,1091
2013,Formoterol Fumarate,IN,2,793
2013,Roflumilast,IN,2,772
2013,Albuterol Sulfate/Ipratropium Bromide,KS,1,957
2013,Arformoterol Tartrate,KS,1,168
2013,Formoterol Fumarate,KS,1,66
2013,Roflumilast,KS,1,25
2013,Aclidinium Bromide,KS,2,113
2013,Albuterol Sulfate/Ipratropium Bromide,KS,2,2714
2013,Arformoterol Tartrate,KS,2,202
2013,Formoterol Fumarate,KS,2,90
2013,Roflumilast,KS,2,196
2013,Aclidinium Bromide,KY,1,1733
2013,Albuterol Sulfate/Ipratropium Bromide,KY,1,18116
2013,Arformoterol Tartrate,KY,1,121
2013,Formoterol Fumarate,KY,1,60
2013,Indacaterol Maleate,KY,1,20
2013,Roflumilast,KY,1,899
2013,Aclidinium Bromide,KY,2,3439
2013,Albuterol Sulfate/Ipratropium Bromide,KY,2,11190
2013,Arformoterol Tartrate,KY,2,130
2013,Formoterol Fumarate,KY,2,93
2013,Indacaterol Maleate,KY,2,10
2013,Roflumilast,KY,2,627
2013,Aclidinium Bromide,LA,1,160
2013,Albuterol Sulfate/Ipratropium Bromide,LA,1,10018
2013,Arformoterol Tartrate,LA,1,140
2013,Formoterol Fumarate,LA,1,150
2013,Roflumilast,LA,1,946
2013,Aclidinium Bromide,LA,2,293
2013,Albuterol Sulfate/Ipratropium Bromide,LA,2,8698
2013,Arformoterol Tartrate,LA,2,118
2013,Formoterol Fumarate,LA,2,148
2013,Roflumilast,LA,2,822
2013,Aclidinium Bromide,MA,1,90
2013,Albuterol Sulfate/Ipratropium Bromide,MA,1,14178
2013,Arformoterol Tartrate,MA,1,141
2013,Formoterol Fumarate,MA,1,371
2013,Indacaterol Maleate,MA,1,20
2013,Roflumilast,MA,1,294
2013,Aclidinium Bromide,MA,2,326
2013,Albuterol Sulfate/Ipratropium Bromide,MA,2,12089
2013,Arformoterol Tartrate,MA,2,161
2013,Formoterol Fumarate,MA,2,331
2013,Indacaterol Maleate,MA,2,30
2013,Roflumilast,MA,2,376
2013,Aclidinium Bromide,MD,1,40
2013,Albuterol Sulfate/Ipratropium Bromide,MD,1,12553
2013,Arformoterol Tartrate,MD,1,70
2013,Formoterol Fumarate,MD,1,327
2013,Roflumilast,MD,1,120
2013,Aclidinium Bromide,MD,2,62
2013,Albuterol Sulfate/Ipratropium Bromide,MD,2,12348
2013,Arformoterol Tartrate,MD,2,80
2013,Formoterol Fumarate,MD,2,307
2013,Roflumilast,MD,2,124
2013,Aclidinium Bromide,ME,1,23
2013,Albuterol Sulfate/Ipratropium Bromide,ME,1,6998
2013,Arformoterol Tartrate,ME,1,82
2013,Formoterol Fumarate,ME,1,170
2013,Indacaterol Maleate,ME,1,10
2013,Roflumilast,ME,1,128
2013,Aclidinium Bromide,ME,2,43
2013,Albuterol Sulfate/Ipratropium Bromide,ME,2,3965
2013,Arformoterol Tartrate,ME,2,66
2013,Formoterol Fumarate,ME,2,197
2013,Indacaterol Maleate,ME,2,30
2013,Roflumilast,ME,2,137
2013,Aclidinium Bromide,MI,1,117
2013,Albuterol Sulfate/Ipratropium Bromide,MI,1,16125
2013,Arformoterol Tartrate,MI,1,293
2013,Formoterol Fumarate,MI,1,590
2013,Indacaterol Maleate,MI,1,20
2013,Roflumilast,MI,1,309
2013,Aclidinium Bromide,MI,2,178
2013,Albuterol Sulfate/Ipratropium Bromide,MI,2,11557
2013,Arformoterol Tartrate,MI,2,252
2013,Formoterol Fumarate,MI,2,442
2013,Indacaterol Maleate,MI,2,20
2013,Roflumilast,MI,2,348
2013,Aclidinium Bromide,MN,1,30
2013,Albuterol Sulfate/Ipratropium Bromide,MN,1,17181
2013,Arformoterol Tartrate,MN,1,581
2013,Formoterol Fumarate,MN,1,399
2013,Roflumilast,MN,1,140
2013,Aclidinium Bromide,MN,2,59
2013,Albuterol Sulfate/Ipratropium Bromide,MN,2,18490
2013,Arformoterol Tartrate,MN,2,658
2013,Formoterol Fumarate,MN,2,518
2013,Roflumilast,MN,2,166
2013,Aclidinium Bromide,MO,1,299
2013,Albuterol Sulfate/Ipratropium Bromide,MO,1,24746
2013,Arformoterol Tartrate,MO,1,1315
2013,Formoterol Fumarate,MO,1,1355
2013,Indacaterol Maleate,MO,1,20
2013,Roflumilast,MO,1,2318
2013,Aclidinium Bromide,MO,2,469
2013,Albuterol Sulfate/Ipratropium Bromide,MO,2,24728
2013,Arformoterol Tartrate,MO,2,1707
2013,Formoterol Fumarate,MO,2,1151
2013,Indacaterol Maleate,MO,2,20
2013,Roflumilast,MO,2,2558
2013,Aclidinium Bromide,MS,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,MS,1,3290
2013,Arformoterol Tartrate,MS,1,50
2013,Formoterol Fumarate,MS,1,123
2013,Roflumilast,MS,1,53
2013,Aclidinium Bromide,MS,2,30
2013,Albuterol Sulfate/Ipratropium Bromide,MS,2,3741
2013,Arformoterol Tartrate,MS,2,60
2013,Formoterol Fumarate,MS,2,119
2013,Roflumilast,MS,2,78
2013,Aclidinium Bromide,MT,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,MT,1,2730
2013,Arformoterol Tartrate,MT,1,138
2013,Formoterol Fumarate,MT,1,60
2013,Indacaterol Maleate,MT,1,20
2013,Roflumilast,MT,1,33
2013,Aclidinium Bromide,MT,2,20
2013,Albuterol Sulfate/Ipratropium Bromide,MT,2,2674
2013,Arformoterol Tartrate,MT,2,199
2013,Formoterol Fumarate,MT,2,135
2013,Indacaterol Maleate,MT,2,20
2013,Roflumilast,MT,2,43
2013,Aclidinium Bromide,NC,1,86
2013,Albuterol Sulfate/Ipratropium Bromide,NC,1,17084
2013,Arformoterol Tartrate,NC,1,366
2013,Formoterol Fumarate,NC,1,527
2013,Indacaterol Maleate,NC,1,20
2013,Roflumilast,NC,1,1099
2013,Aclidinium Bromide,NC,2,219
2013,Albuterol Sulfate/Ipratropium Bromide,NC,2,14492
2013,Arformoterol Tartrate,NC,2,270
2013,Formoterol Fumarate,NC,2,386
2013,Indacaterol Maleate,NC,2,10
2013,Roflumilast,NC,2,1195
2013,Aclidinium Bromide,NE,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,NE,1,3477
2013,Arformoterol Tartrate,NE,1,201
2013,Formoterol Fumarate,NE,1,77
2013,Roflumilast,NE,1,95
2013,Aclidinium Bromide,NE,2,44
2013,Albuterol Sulfate/Ipratropium Bromide,NE,2,3170
2013,Arformoterol Tartrate,NE,2,259
2013,Formoterol Fumarate,NE,2,70
2013,Roflumilast,NE,2,118
2013,Aclidinium Bromide,NH,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,NH,1,3477
2013,Arformoterol Tartrate,NH,1,63
2013,Formoterol Fumarate,NH,1,52
2013,Roflumilast,NH,1,24
2013,Aclidinium Bromide,NH,2,30
2013,Albuterol Sulfate/Ipratropium Bromide,NH,2,3188
2013,Arformoterol Tartrate,NH,2,99
2013,Formoterol Fumarate,NH,2,60
2013,Roflumilast,NH,2,44
2013,Aclidinium Bromide,NJ,1,293
2013,Albuterol Sulfate/Ipratropium Bromide,NJ,1,10991
2013,Arformoterol Tartrate,NJ,1,303
2013,Formoterol Fumarate,NJ,1,433
2013,Indacaterol Maleate,NJ,1,30
2013,Roflumilast,NJ,1,668
2013,Aclidinium Bromide,NJ,2,458
2013,Albuterol Sulfate/Ipratropium Bromide,NJ,2,9371
2013,Arformoterol Tartrate,NJ,2,221
2013,Formoterol Fumarate,NJ,2,358
2013,Roflumilast,NJ,2,415
2013,Aclidinium Bromide,NM,1,30
2013,Albuterol Sulfate/Ipratropium Bromide,NM,1,3768
2013,Arformoterol Tartrate,NM,1,20
2013,Formoterol Fumarate,NM,1,105
2013,Roflumilast,NM,1,40
2013,Aclidinium Bromide,NM,2,35
2013,Albuterol Sulfate/Ipratropium Bromide,NM,2,2441
2013,Arformoterol Tartrate,NM,2,20
2013,Formoterol Fumarate,NM,2,91
2013,Roflumilast,NM,2,38
2013,Aclidinium Bromide,NV,1,80
2013,Albuterol Sulfate/Ipratropium Bromide,NV,1,3524
2013,Arformoterol Tartrate,NV,1,80
2013,Formoterol Fumarate,NV,1,87
2013,Indacaterol Maleate,NV,1,20
2013,Roflumilast,NV,1,412
2013,Aclidinium Bromide,NV,2,133
2013,Albuterol Sulfate/Ipratropium Bromide,NV,2,2568
2013,Arformoterol Tartrate,NV,2,67
2013,Formoterol Fumarate,NV,2,105
2013,Indacaterol Maleate,NV,2,20
2013,Roflumilast,NV,2,322
2013,Aclidinium Bromide,NY,1,576
2013,Albuterol Sulfate/Ipratropium Bromide,NY,1,44359
2013,Arformoterol Tartrate,NY,1,1108
2013,Formoterol Fumarate,NY,1,2446
2013,Indacaterol Maleate,NY,1,30
2013,Roflumilast,NY,1,1908
2013,Aclidinium Bromide,NY,2,1383
2013,Albuterol Sulfate/Ipratropium Bromide,NY,2,46160
2013,Arformoterol Tartrate,NY,2,1187
2013,Formoterol Fumarate,NY,2,2586
2013,Indacaterol Maleate,NY,2,53
2013,Roflumilast,NY,2,1773
2013,Aclidinium Bromide,OH,1,238
2013,Albuterol Sulfate/Ipratropium Bromide,OH,1,43753
2013,Arformoterol Tartrate,OH,1,1722
2013,Formoterol Fumarate,OH,1,2162
2013,Indacaterol Maleate,OH,1,10
2013,Roflumilast,OH,1,2245
2013,Aclidinium Bromide,OH,2,1066
2013,Albuterol Sulfate/Ipratropium Bromide,OH,2,38233
2013,Arformoterol Tartrate,OH,2,1703
2013,Formoterol Fumarate,OH,2,2038
2013,Roflumilast,OH,2,2548
2013,Aclidinium Bromide,OK,1,77
2013,Albuterol Sulfate/Ipratropium Bromide,OK,1,12319
2013,Arformoterol Tartrate,OK,1,880
2013,Formoterol Fumarate,OK,1,179
2013,Roflumilast,OK,1,165
2013,Aclidinium Bromide,OK,2,41
2013,Albuterol Sulfate/Ipratropium Bromide,OK,2,11412
2013,Arformoterol Tartrate,OK,2,1004
2013,Formoterol Fumarate,OK,2,121
2013,Roflumilast,OK,2,168
2013,Aclidinium Bromide,OR,1,23
2013,Albuterol Sulfate/Ipratropium Bromide,OR,1,13238
2013,Arformoterol Tartrate,OR,1,166
2013,Formoterol Fumarate,OR,1,235
2013,Indacaterol Maleate,OR,1,20
2013,Roflumilast,OR,1,65
2013,Aclidinium Bromide,OR,2,55
2013,Albuterol Sulfate/Ipratropium Bromide,OR,2,8780
2013,Arformoterol Tartrate,OR,2,135
2013,Formoterol Fumarate,OR,2,202
2013,Roflumilast,OR,2,100
2013,Aclidinium Bromide,PA,1,97
2013,Albuterol Sulfate/Ipratropium Bromide,PA,1,19249
2013,Arformoterol Tartrate,PA,1,531
