year,gennme,prodnme,state,halfyear,suppression,totalRX
2012,Formoterol Fumarate,PERFOROMIST,PA,2,F,116
2012,Formoterol Fumarate,PERFOROMIST,PA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,RI,1,F,1695
2012,Roflumilast,DALIRESP,RI,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,RI,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,1,F,100
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,RI,2,F,1077
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,RI,2,T,0
2012,Roflumilast,DALIRESP,RI,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,RI,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,2,F,138
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,RI,2,T,0
2012,Arformoterol Tartrate,BROVANA,SC,1,T,0
2012,Arformoterol Tartrate,BROVANA,SC,1,F,16
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,1,F,3857
2012,Roflumilast,DALIRESP,SC,1,F,113
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,SC,1,F,71
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,1,F,2393
2012,Formoterol Fumarate,PERFOROMIST,SC,1,T,0
2012,Indacaterol Maleate,ARCAPTA NEOHALER,SC,2,T,0
2012,Arformoterol Tartrate,BROVANA,SC,2,T,0
2012,Arformoterol Tartrate,BROVANA,SC,2,F,106
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,2,F,3636
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SC,2,T,0
2012,Roflumilast,DALIRESP,SC,2,F,235
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,SC,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,SC,2,F,54
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,2,F,3166
2012,Formoterol Fumarate,PERFOROMIST,SC,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,SC,2,F,113
2012,Aclidinium Bromide,TUDORZA PRESSAIR,SC,2,T,0
2012,Arformoterol Tartrate,BROVANA,SD,1,F,78
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SD,1,F,175
2012,Roflumilast,DALIRESP,SD,1,T,0
2012,Roflumilast,DALIRESP,SD,1,F,17
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SD,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,SD,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,1,F,787
2012,Formoterol Fumarate,PERFOROMIST,SD,1,T,0
2012,Arformoterol Tartrate,BROVANA,SD,2,F,116
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SD,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SD,2,F,92
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SD,2,T,0
2012,Roflumilast,DALIRESP,SD,2,F,40
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SD,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,SD,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,2,F,677
2012,Formoterol Fumarate,PERFOROMIST,SD,2,T,0
2012,Arformoterol Tartrate,BROVANA,TN,1,F,206
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TN,1,F,7017
2012,Roflumilast,DALIRESP,TN,1,F,93
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,1,F,44
2012,Formoterol Fumarate,FORADIL AEROLIZER,TN,1,F,420
2012,Formoterol Fumarate,FORADIL AEROLIZER,TN,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,1,F,6041
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,1,T,0
2012,Formoterol Fumarate,PERFOROMIST,TN,1,F,136
2012,Indacaterol Maleate,ARCAPTA NEOHALER,TN,2,T,0
2012,Arformoterol Tartrate,BROVANA,TN,2,F,1113
2012,Arformoterol Tartrate,BROVANA,TN,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TN,2,F,6599
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TN,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TN,2,F,112
2012,Roflumilast,DALIRESP,TN,2,F,157
2012,Roflumilast,DALIRESP,TN,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,2,F,34
2012,Formoterol Fumarate,FORADIL AEROLIZER,TN,2,F,430
2012,Formoterol Fumarate,FORADIL AEROLIZER,TN,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,2,F,9238
2012,Formoterol Fumarate,PERFOROMIST,TN,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,TN,2,F,665
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TX,1,F,4821
2012,Roflumilast,DALIRESP,TX,1,F,499
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,1,F,22
2012,Formoterol Fumarate,FORADIL AEROLIZER,TX,1,F,371
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,1,F,3865
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,1,T,0
2012,Formoterol Fumarate,PERFOROMIST,TX,1,F,184
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TX,2,F,1003
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TX,2,T,0
2012,Roflumilast,DALIRESP,TX,2,F,103
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,2,F,47
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,TX,2,F,255
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,2,F,8286
2012,Formoterol Fumarate,PERFOROMIST,TX,2,F,124
2012,Arformoterol Tartrate,BROVANA,UT,1,T,0
2012,Arformoterol Tartrate,BROVANA,UT,1,F,44
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,1,F,1112
2012,Roflumilast,DALIRESP,UT,1,F,127
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,1,F,103
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,UT,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,1,F,843
2012,Formoterol Fumarate,PERFOROMIST,UT,1,F,28
2012,Arformoterol Tartrate,BROVANA,UT,2,T,0
2012,Arformoterol Tartrate,BROVANA,UT,2,F,37
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,2,F,888
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,UT,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,UT,2,F,22
2012,Roflumilast,DALIRESP,UT,2,F,186
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,2,F,97
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,UT,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,2,F,1078
2012,Formoterol Fumarate,PERFOROMIST,UT,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,UT,2,F,34
2012,Aclidinium Bromide,TUDORZA PRESSAIR,UT,2,T,0
2012,Arformoterol Tartrate,BROVANA,VA,1,F,482
2012,Arformoterol Tartrate,BROVANA,VA,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VA,1,F,6852
2012,Roflumilast,DALIRESP,VA,1,F,155
2012,Roflumilast,DALIRESP,VA,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,1,F,203
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,VA,1,F,200
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,1,F,6107
2012,Formoterol Fumarate,PERFOROMIST,VA,1,F,227
2012,Arformoterol Tartrate,BROVANA,VA,2,F,1155
2012,Arformoterol Tartrate,BROVANA,VA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VA,2,F,7263
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,VA,2,T,0
2012,Roflumilast,DALIRESP,VA,2,F,283
2012,Roflumilast,DALIRESP,VA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,2,F,378
2012,Formoterol Fumarate,FORADIL AEROLIZER,VA,2,F,177
2012,Formoterol Fumarate,FORADIL AEROLIZER,VA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,2,F,11645
2012,Formoterol Fumarate,PERFOROMIST,VA,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,VA,2,F,456
2012,Aclidinium Bromide,TUDORZA PRESSAIR,VA,2,T,0
2012,Arformoterol Tartrate,BROVANA,VT,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VT,1,F,783
2012,Roflumilast,DALIRESP,VT,1,F,39
2012,Roflumilast,DALIRESP,VT,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VT,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,VT,1,F,34
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,1,F,1319
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,1,T,0
2012,Formoterol Fumarate,PERFOROMIST,VT,1,T,0
2012,Arformoterol Tartrate,BROVANA,VT,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VT,2,F,810
2012,Roflumilast,DALIRESP,VT,2,F,55
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VT,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,VT,2,F,36
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,2,F,1232
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,VT,2,T,0
2012,Indacaterol Maleate,ARCAPTA NEOHALER,WA,1,T,0
2012,Arformoterol Tartrate,BROVANA,WA,1,T,0
2012,Arformoterol Tartrate,BROVANA,WA,1,F,14
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WA,1,F,5861
2012,Roflumilast,DALIRESP,WA,1,T,0
2012,Roflumilast,DALIRESP,WA,1,F,37
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WA,1,F,44
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WA,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WA,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WA,1,F,348
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WA,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WA,1,F,3682
2012,Formoterol Fumarate,PERFOROMIST,WA,1,T,0
2012,Indacaterol Maleate,ARCAPTA NEOHALER,WA,2,T,0
2012,Arformoterol Tartrate,BROVANA,WA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WA,2,F,3722
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WA,2,F,22
2012,Roflumilast,DALIRESP,WA,2,T,0
2012,Roflumilast,DALIRESP,WA,2,F,37
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WA,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WA,2,F,220
2012,Formoterol Fumarate,FORADIL AEROLIZER,WA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WA,2,F,2172
2012,Formoterol Fumarate,PERFOROMIST,WA,2,T,0
2012,Indacaterol Maleate,ARCAPTA NEOHALER,WI,1,T,0
2012,Arformoterol Tartrate,BROVANA,WI,1,F,186
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WI,1,F,10421
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WI,1,T,0
2012,Roflumilast,DALIRESP,WI,1,F,212
2012,Roflumilast,DALIRESP,WI,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WI,1,F,25
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WI,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WI,1,F,469
2012,Formoterol Fumarate,FORADIL AEROLIZER,WI,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,1,F,8352
2012,Formoterol Fumarate,PERFOROMIST,WI,1,F,234
2012,Indacaterol Maleate,ARCAPTA NEOHALER,WI,2,T,0
2012,Arformoterol Tartrate,BROVANA,WI,2,F,351
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WI,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WI,2,F,9801
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WI,2,T,0
2012,Roflumilast,DALIRESP,WI,2,T,0
2012,Roflumilast,DALIRESP,WI,2,F,300
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WI,2,F,31
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WI,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WI,2,F,368
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,2,F,9363
2012,Formoterol Fumarate,PERFOROMIST,WI,2,F,276
2012,Formoterol Fumarate,PERFOROMIST,WI,2,T,0
2012,Aclidinium Bromide,TUDORZA PRESSAIR,WI,2,T,0
2012,Arformoterol Tartrate,BROVANA,WV,1,F,171
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WV,1,F,5177
2012,Roflumilast,DALIRESP,WV,1,F,252
2012,Formoterol Fumarate,FORADIL AEROLIZER,WV,1,F,138
2012,Formoterol Fumarate,FORADIL AEROLIZER,WV,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,1,F,115
2012,Formoterol Fumarate,PERFOROMIST,WV,1,F,33
2012,Arformoterol Tartrate,BROVANA,WV,2,F,235
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WV,2,F,4977
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WV,2,T,0
2012,Roflumilast,DALIRESP,WV,2,F,320
2012,Roflumilast,DALIRESP,WV,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WV,2,F,142
2012,Formoterol Fumarate,FORADIL AEROLIZER,WV,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,2,F,70
2012,Formoterol Fumarate,PERFOROMIST,WV,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,WV,2,F,34
2012,Arformoterol Tartrate,BROVANA,WY,1,F,84
2012,Arformoterol Tartrate,BROVANA,WY,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WY,1,F,265
2012,Roflumilast,DALIRESP,WY,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WY,1,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WY,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,1,F,839
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,1,T,0
2012,Formoterol Fumarate,PERFOROMIST,WY,1,F,37
2012,Arformoterol Tartrate,BROVANA,WY,2,F,48
2012,Arformoterol Tartrate,BROVANA,WY,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WY,2,F,282
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WY,2,T,0
2012,Roflumilast,DALIRESP,WY,2,F,17
2012,Roflumilast,DALIRESP,WY,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WY,2,T,0
2012,Formoterol Fumarate,FORADIL AEROLIZER,WY,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,2,F,743
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,2,T,0
2012,Formoterol Fumarate,PERFOROMIST,WY,2,F,50
2013,Arformoterol Tartrate,BROVANA,AK,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AK,1,F,802
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AK,1,F,130
2013,Roflumilast,DALIRESP,AK,1,F,168
2013,Roflumilast,DALIRESP,AK,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AK,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,AK,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,1,F,721
2013,Formoterol Fumarate,PERFOROMIST,AK,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AK,1,T,0
2013,Arformoterol Tartrate,BROVANA,AK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AK,2,F,31
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AK,2,F,851
2013,Roflumilast,DALIRESP,AK,2,F,121
2013,Roflumilast,DALIRESP,AK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AK,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,AK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,2,F,442
2013,Formoterol Fumarate,PERFOROMIST,AK,2,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AK,2,T,0
2013,Indacaterol Maleate,ARCAPTA NEOHALER,AL,1,T,0
2013,Arformoterol Tartrate,BROVANA,AL,1,F,736
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AL,1,F,3014
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AL,1,F,203
2013,Roflumilast,DALIRESP,AL,1,F,1011
2013,Roflumilast,DALIRESP,AL,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AL,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,AL,1,F,718
2013,Formoterol Fumarate,FORADIL AEROLIZER,AL,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,1,F,8588
2013,Formoterol Fumarate,PERFOROMIST,AL,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,AL,1,F,125
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AL,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AL,1,F,30
2013,Indacaterol Maleate,ARCAPTA NEOHALER,AL,2,T,0
2013,Arformoterol Tartrate,BROVANA,AL,2,F,654
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AL,2,F,114
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AL,2,F,1512
2013,Roflumilast,DALIRESP,AL,2,F,1009
2013,Roflumilast,DALIRESP,AL,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AL,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,AL,2,F,597
2013,Formoterol Fumarate,FORADIL AEROLIZER,AL,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,2,F,8421
2013,Formoterol Fumarate,PERFOROMIST,AL,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,AL,2,F,191
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AL,2,F,57
2013,Indacaterol Maleate,ARCAPTA NEOHALER,AR,1,T,0
2013,Arformoterol Tartrate,BROVANA,AR,1,T,0
2013,Arformoterol Tartrate,BROVANA,AR,1,F,34
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AR,1,F,1464
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AR,1,F,315
2013,Roflumilast,DALIRESP,AR,1,F,88
2013,Formoterol Fumarate,FORADIL AEROLIZER,AR,1,F,13
2013,Formoterol Fumarate,FORADIL AEROLIZER,AR,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,1,F,993
2013,Formoterol Fumarate,PERFOROMIST,AR,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AR,1,F,24
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AR,1,T,0
2013,Indacaterol Maleate,ARCAPTA NEOHALER,AR,2,T,0
2013,Arformoterol Tartrate,BROVANA,AR,2,T,0
2013,Arformoterol Tartrate,BROVANA,AR,2,F,31
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AR,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AR,2,F,31
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AR,2,F,1474
2013,Roflumilast,DALIRESP,AR,2,F,84
2013,Formoterol Fumarate,FORADIL AEROLIZER,AR,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,AR,2,F,13
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,2,F,1035
2013,Formoterol Fumarate,PERFOROMIST,AR,2,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,AR,2,F,72
2013,Indacaterol Maleate,ARCAPTA NEOHALER,AZ,1,T,0
2013,Arformoterol Tartrate,BROVANA,AZ,1,T,0
2013,Arformoterol Tartrate,BROVANA,AZ,1,F,33
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AZ,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AZ,1,F,5671
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AZ,1,F,185
2013,Roflumilast,DALIRESP,AZ,1,F,137
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AZ,1,T,0
