year,gennme,state,halfyear,suppression,totalRX
2012,Arformoterol Tartrate,VA,1,T,0
2012,Formoterol Fumarate,VA,1,F,427
2012,Roflumilast,VA,1,F,155
2012,Roflumilast,VA,1,T,0
2012,Aclidinium Bromide,VA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,VA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,VA,2,F,19286
2012,Arformoterol Tartrate,VA,2,F,1155
2012,Arformoterol Tartrate,VA,2,T,0
2012,Formoterol Fumarate,VA,2,F,633
2012,Formoterol Fumarate,VA,2,T,0
2012,Roflumilast,VA,2,F,283
2012,Roflumilast,VA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,VT,1,F,2102
2012,Albuterol Sulfate/Ipratropium Bromide,VT,1,T,0
2012,Arformoterol Tartrate,VT,1,T,0
2012,Formoterol Fumarate,VT,1,F,34
2012,Formoterol Fumarate,VT,1,T,0
2012,Roflumilast,VT,1,F,39
2012,Roflumilast,VT,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,VT,2,F,2042
2012,Albuterol Sulfate/Ipratropium Bromide,VT,2,T,0
2012,Arformoterol Tartrate,VT,2,T,0
2012,Formoterol Fumarate,VT,2,F,36
2012,Formoterol Fumarate,VT,2,T,0
2012,Roflumilast,VT,2,F,55
2012,Albuterol Sulfate/Ipratropium Bromide,WA,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WA,1,F,9587
2012,Arformoterol Tartrate,WA,1,T,0
2012,Arformoterol Tartrate,WA,1,F,14
2012,Formoterol Fumarate,WA,1,T,0
2012,Formoterol Fumarate,WA,1,F,348
2012,Indacaterol Maleate,WA,1,T,0
2012,Roflumilast,WA,1,T,0
2012,Roflumilast,WA,1,F,37
2012,Albuterol Sulfate/Ipratropium Bromide,WA,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WA,2,F,5916
2012,Arformoterol Tartrate,WA,2,T,0
2012,Formoterol Fumarate,WA,2,F,220
2012,Formoterol Fumarate,WA,2,T,0
2012,Indacaterol Maleate,WA,2,T,0
2012,Roflumilast,WA,2,T,0
2012,Roflumilast,WA,2,F,37
2012,Albuterol Sulfate/Ipratropium Bromide,WI,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WI,1,F,18798
2012,Arformoterol Tartrate,WI,1,F,186
2012,Formoterol Fumarate,WI,1,F,703
2012,Formoterol Fumarate,WI,1,T,0
2012,Indacaterol Maleate,WI,1,T,0
2012,Roflumilast,WI,1,F,212
2012,Roflumilast,WI,1,T,0
2012,Aclidinium Bromide,WI,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WI,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WI,2,F,19195
2012,Arformoterol Tartrate,WI,2,F,351
2012,Formoterol Fumarate,WI,2,F,644
2012,Formoterol Fumarate,WI,2,T,0
2012,Indacaterol Maleate,WI,2,T,0
2012,Roflumilast,WI,2,T,0
2012,Roflumilast,WI,2,F,300
2012,Albuterol Sulfate/Ipratropium Bromide,WV,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WV,1,F,5292
2012,Arformoterol Tartrate,WV,1,F,171
2012,Formoterol Fumarate,WV,1,F,171
2012,Formoterol Fumarate,WV,1,T,0
2012,Roflumilast,WV,1,F,252
2012,Albuterol Sulfate/Ipratropium Bromide,WV,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WV,2,F,5047
2012,Arformoterol Tartrate,WV,2,F,235
2012,Formoterol Fumarate,WV,2,F,176
2012,Formoterol Fumarate,WV,2,T,0
2012,Roflumilast,WV,2,F,320
2012,Roflumilast,WV,2,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WY,1,F,1104
2012,Albuterol Sulfate/Ipratropium Bromide,WY,1,T,0
2012,Arformoterol Tartrate,WY,1,F,84
2012,Arformoterol Tartrate,WY,1,T,0
2012,Formoterol Fumarate,WY,1,T,0
2012,Formoterol Fumarate,WY,1,F,37
2012,Roflumilast,WY,1,T,0
2012,Albuterol Sulfate/Ipratropium Bromide,WY,2,F,1025
2012,Albuterol Sulfate/Ipratropium Bromide,WY,2,T,0
2012,Arformoterol Tartrate,WY,2,F,48
2012,Arformoterol Tartrate,WY,2,T,0
2012,Formoterol Fumarate,WY,2,T,0
2012,Formoterol Fumarate,WY,2,F,50
2012,Roflumilast,WY,2,F,17
2012,Roflumilast,WY,2,T,0
2013,Aclidinium Bromide,AK,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AK,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AK,1,F,1653
2013,Arformoterol Tartrate,AK,1,T,0
2013,Formoterol Fumarate,AK,1,T,0
2013,Roflumilast,AK,1,F,168
2013,Roflumilast,AK,1,T,0
2013,Aclidinium Bromide,AK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AK,2,F,1324
2013,Arformoterol Tartrate,AK,2,T,0
2013,Formoterol Fumarate,AK,2,T,0
2013,Roflumilast,AK,2,F,121
2013,Roflumilast,AK,2,T,0
2013,Aclidinium Bromide,AL,1,T,0
2013,Aclidinium Bromide,AL,1,F,30
2013,Albuterol Sulfate/Ipratropium Bromide,AL,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AL,1,F,11805
2013,Arformoterol Tartrate,AL,1,F,736
2013,Formoterol Fumarate,AL,1,F,843
2013,Formoterol Fumarate,AL,1,T,0
2013,Indacaterol Maleate,AL,1,T,0
2013,Roflumilast,AL,1,F,1011
2013,Roflumilast,AL,1,T,0
2013,Aclidinium Bromide,AL,2,F,57
2013,Albuterol Sulfate/Ipratropium Bromide,AL,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AL,2,F,10047
2013,Arformoterol Tartrate,AL,2,F,654
2013,Formoterol Fumarate,AL,2,F,788
2013,Formoterol Fumarate,AL,2,T,0
2013,Indacaterol Maleate,AL,2,T,0
2013,Roflumilast,AL,2,F,1009
2013,Roflumilast,AL,2,T,0
2013,Aclidinium Bromide,AR,1,F,24
2013,Aclidinium Bromide,AR,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AR,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AR,1,F,2772
2013,Arformoterol Tartrate,AR,1,T,0
2013,Arformoterol Tartrate,AR,1,F,34
2013,Formoterol Fumarate,AR,1,F,13
2013,Formoterol Fumarate,AR,1,T,0
2013,Indacaterol Maleate,AR,1,T,0
2013,Roflumilast,AR,1,F,88
2013,Aclidinium Bromide,AR,2,F,72
2013,Albuterol Sulfate/Ipratropium Bromide,AR,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AR,2,F,2540
2013,Arformoterol Tartrate,AR,2,T,0
2013,Arformoterol Tartrate,AR,2,F,31
2013,Formoterol Fumarate,AR,2,T,0
2013,Formoterol Fumarate,AR,2,F,13
2013,Indacaterol Maleate,AR,2,T,0
2013,Roflumilast,AR,2,F,84
2013,Aclidinium Bromide,AZ,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AZ,1,F,8723
2013,Albuterol Sulfate/Ipratropium Bromide,AZ,1,T,0
2013,Arformoterol Tartrate,AZ,1,T,0
2013,Arformoterol Tartrate,AZ,1,F,33
2013,Formoterol Fumarate,AZ,1,F,118
2013,Formoterol Fumarate,AZ,1,T,0
2013,Indacaterol Maleate,AZ,1,T,0
2013,Roflumilast,AZ,1,F,137
2013,Aclidinium Bromide,AZ,2,F,103
2013,Albuterol Sulfate/Ipratropium Bromide,AZ,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,AZ,2,F,10661
2013,Arformoterol Tartrate,AZ,2,T,0
2013,Arformoterol Tartrate,AZ,2,F,122
2013,Formoterol Fumarate,AZ,2,F,241
2013,Formoterol Fumarate,AZ,2,T,0
2013,Indacaterol Maleate,AZ,2,T,0
2013,Roflumilast,AZ,2,T,0
2013,Roflumilast,AZ,2,F,182
2013,Aclidinium Bromide,CA,1,F,335
2013,Aclidinium Bromide,CA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,CA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,CA,1,F,40857
2013,Arformoterol Tartrate,CA,1,F,170
2013,Arformoterol Tartrate,CA,1,T,0
2013,Formoterol Fumarate,CA,1,F,480
2013,Formoterol Fumarate,CA,1,T,0
2013,Indacaterol Maleate,CA,1,T,0
2013,Roflumilast,CA,1,F,781
2013,Roflumilast,CA,1,T,0
2013,Aclidinium Bromide,CA,2,F,968
2013,Albuterol Sulfate/Ipratropium Bromide,CA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,CA,2,F,35610
2013,Arformoterol Tartrate,CA,2,F,239
2013,Formoterol Fumarate,CA,2,F,518
2013,Formoterol Fumarate,CA,2,T,0
2013,Indacaterol Maleate,CA,2,T,0
2013,Roflumilast,CA,2,F,858
2013,Roflumilast,CA,2,T,0
2013,Aclidinium Bromide,CO,1,T,0
2013,Aclidinium Bromide,CO,1,F,12
2013,Albuterol Sulfate/Ipratropium Bromide,CO,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,CO,1,F,7075
2013,Arformoterol Tartrate,CO,1,T,0
2013,Arformoterol Tartrate,CO,1,F,33
2013,Formoterol Fumarate,CO,1,F,114
2013,Formoterol Fumarate,CO,1,T,0
2013,Roflumilast,CO,1,F,153
2013,Roflumilast,CO,1,T,0
2013,Aclidinium Bromide,CO,2,T,0
2013,Aclidinium Bromide,CO,2,F,14
2013,Albuterol Sulfate/Ipratropium Bromide,CO,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,CO,2,F,6994
2013,Arformoterol Tartrate,CO,2,T,0
2013,Arformoterol Tartrate,CO,2,F,15
2013,Formoterol Fumarate,CO,2,F,117
2013,Formoterol Fumarate,CO,2,T,0
2013,Indacaterol Maleate,CO,2,T,0
2013,Roflumilast,CO,2,F,171
2013,Roflumilast,CO,2,T,0
2013,Aclidinium Bromide,CT,1,F,196
2013,Albuterol Sulfate/Ipratropium Bromide,CT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,CT,1,F,12941
2013,Arformoterol Tartrate,CT,1,F,377
2013,Formoterol Fumarate,CT,1,F,275
2013,Formoterol Fumarate,CT,1,T,0
2013,Indacaterol Maleate,CT,1,T,0
2013,Roflumilast,CT,1,F,324
2013,Roflumilast,CT,1,T,0
2013,Aclidinium Bromide,CT,2,F,279
2013,Albuterol Sulfate/Ipratropium Bromide,CT,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,CT,2,F,11004
2013,Arformoterol Tartrate,CT,2,F,379
2013,Formoterol Fumarate,CT,2,F,257
2013,Formoterol Fumarate,CT,2,T,0
2013,Indacaterol Maleate,CT,2,T,0
2013,Indacaterol Maleate,CT,2,F,14
2013,Roflumilast,CT,2,F,324
2013,Roflumilast,CT,2,T,0
2013,Aclidinium Bromide,DC,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DC,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DC,1,F,1893
2013,Arformoterol Tartrate,DC,1,T,0
2013,Formoterol Fumarate,DC,1,F,314
2013,Formoterol Fumarate,DC,1,T,0
2013,Roflumilast,DC,1,T,0
2013,Aclidinium Bromide,DC,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DC,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DC,2,F,1411
2013,Arformoterol Tartrate,DC,2,T,0
2013,Formoterol Fumarate,DC,2,F,238
2013,Formoterol Fumarate,DC,2,T,0
2013,Roflumilast,DC,2,T,0
2013,Roflumilast,DC,2,F,13
2013,Aclidinium Bromide,DE,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DE,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DE,1,F,1129
2013,Arformoterol Tartrate,DE,1,T,0
2013,Formoterol Fumarate,DE,1,F,35
2013,Formoterol Fumarate,DE,1,T,0
2013,Indacaterol Maleate,DE,1,T,0
2013,Roflumilast,DE,1,F,56
2013,Aclidinium Bromide,DE,2,F,24
2013,Albuterol Sulfate/Ipratropium Bromide,DE,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DE,2,F,1212
2013,Arformoterol Tartrate,DE,2,T,0
2013,Formoterol Fumarate,DE,2,F,36
2013,Formoterol Fumarate,DE,2,T,0
2013,Indacaterol Maleate,DE,2,T,0
2013,Roflumilast,DE,2,F,85
2013,Aclidinium Bromide,FL,1,F,326
2013,Albuterol Sulfate/Ipratropium Bromide,FL,1,F,25893
2013,Albuterol Sulfate/Ipratropium Bromide,FL,1,T,0
2013,Arformoterol Tartrate,FL,1,T,0
2013,Arformoterol Tartrate,FL,1,F,268
2013,Formoterol Fumarate,FL,1,F,327
2013,Formoterol Fumarate,FL,1,T,0
2013,Roflumilast,FL,1,F,2188
2013,Aclidinium Bromide,FL,2,F,711
2013,Albuterol Sulfate/Ipratropium Bromide,FL,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,FL,2,F,14978
2013,Arformoterol Tartrate,FL,2,T,0
2013,Arformoterol Tartrate,FL,2,F,268
2013,Formoterol Fumarate,FL,2,F,326
2013,Formoterol Fumarate,FL,2,T,0
2013,Roflumilast,FL,2,F,2297
2013,Aclidinium Bromide,GA,1,F,184
2013,Aclidinium Bromide,GA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,GA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,GA,1,F,14364
2013,Arformoterol Tartrate,GA,1,T,0
2013,Formoterol Fumarate,GA,1,F,258
2013,Formoterol Fumarate,GA,1,T,0
2013,Indacaterol Maleate,GA,1,T,0
2013,Roflumilast,GA,1,F,221
2013,Aclidinium Bromide,GA,2,F,301
2013,Albuterol Sulfate/Ipratropium Bromide,GA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,GA,2,F,12106
2013,Arformoterol Tartrate,GA,2,F,28
2013,Arformoterol Tartrate,GA,2,T,0
2013,Formoterol Fumarate,GA,2,F,218
2013,Formoterol Fumarate,GA,2,T,0
2013,Indacaterol Maleate,GA,2,T,0
2013,Roflumilast,GA,2,F,307
2013,Aclidinium Bromide,HI,1,F,69
2013,Albuterol Sulfate/Ipratropium Bromide,HI,1,F,2370
2013,Albuterol Sulfate/Ipratropium Bromide,HI,1,T,0
2013,Arformoterol Tartrate,HI,1,T,0
2013,Formoterol Fumarate,HI,1,T,0
2013,Roflumilast,HI,1,T,0
2013,Aclidinium Bromide,HI,2,F,127
2013,Albuterol Sulfate/Ipratropium Bromide,HI,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,HI,2,F,2060
2013,Arformoterol Tartrate,HI,2,T,0
2013,Formoterol Fumarate,HI,2,T,0
2013,Roflumilast,HI,2,F,29
2013,Aclidinium Bromide,IA,1,F,58
2013,Albuterol Sulfate/Ipratropium Bromide,IA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IA,1,F,8518
2013,Arformoterol Tartrate,IA,1,F,646
2013,Formoterol Fumarate,IA,1,T,0
2013,Formoterol Fumarate,IA,1,F,118
2013,Roflumilast,IA,1,F,150
2013,Roflumilast,IA,1,T,0
2013,Aclidinium Bromide,IA,2,F,67
2013,Albuterol Sulfate/Ipratropium Bromide,IA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IA,2,F,7821
2013,Arformoterol Tartrate,IA,2,F,820
2013,Formoterol Fumarate,IA,2,F,171
2013,Formoterol Fumarate,IA,2,T,0
2013,Roflumilast,IA,2,F,207
2013,Roflumilast,IA,2,T,0
2013,Aclidinium Bromide,ID,1,T,0
2013,Aclidinium Bromide,ID,1,F,16
2013,Albuterol Sulfate/Ipratropium Bromide,ID,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,ID,1,F,3169
2013,Arformoterol Tartrate,ID,1,F,351
2013,Formoterol Fumarate,ID,1,F,164
2013,Formoterol Fumarate,ID,1,T,0
2013,Roflumilast,ID,1,F,72
2013,Aclidinium Bromide,ID,2,F,51
2013,Albuterol Sulfate/Ipratropium Bromide,ID,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,ID,2,F,3088
2013,Arformoterol Tartrate,ID,2,F,459
2013,Formoterol Fumarate,ID,2,F,203
2013,Formoterol Fumarate,ID,2,T,0
2013,Roflumilast,ID,2,F,88
2013,Aclidinium Bromide,IL,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IL,1,F,22943
2013,Albuterol Sulfate/Ipratropium Bromide,IL,1,T,0
2013,Arformoterol Tartrate,IL,1,T,0
2013,Arformoterol Tartrate,IL,1,F,1798
2013,Formoterol Fumarate,IL,1,T,0
2013,Formoterol Fumarate,IL,1,F,1027
2013,Roflumilast,IL,1,F,147
2013,Roflumilast,IL,1,T,0
2013,Aclidinium Bromide,IL,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IL,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IL,2,F,15096
2013,Arformoterol Tartrate,IL,2,T,0
2013,Arformoterol Tartrate,IL,2,F,964
2013,Formoterol Fumarate,IL,2,F,634
2013,Formoterol Fumarate,IL,2,T,0
2013,Roflumilast,IL,2,F,201
2013,Roflumilast,IL,2,T,0
2013,Aclidinium Bromide,IN,1,F,349
2013,Albuterol Sulfate/Ipratropium Bromide,IN,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IN,1,F,14352
2013,Arformoterol Tartrate,IN,1,F,827
2013,Formoterol Fumarate,IN,1,F,650
2013,Formoterol Fumarate,IN,1,T,0
2013,Indacaterol Maleate,IN,1,T,0
2013,Roflumilast,IN,1,F,608
2013,Roflumilast,IN,1,T,0
2013,Aclidinium Bromide,IN,2,F,298
2013,Albuterol Sulfate/Ipratropium Bromide,IN,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IN,2,F,11916
2013,Arformoterol Tartrate,IN,2,F,1091
2013,Formoterol Fumarate,IN,2,F,753
2013,Formoterol Fumarate,IN,2,T,0
2013,Roflumilast,IN,2,F,742
2013,Roflumilast,IN,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,KS,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,KS,1,F,637
2013,Arformoterol Tartrate,KS,1,T,0
2013,Arformoterol Tartrate,KS,1,F,158
2013,Formoterol Fumarate,KS,1,T,0
2013,Formoterol Fumarate,KS,1,F,56
2013,Roflumilast,KS,1,T,0
2013,Roflumilast,KS,1,F,15
2013,Aclidinium Bromide,KS,2,F,103
2013,Aclidinium Bromide,KS,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,KS,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,KS,2,F,2414
2013,Arformoterol Tartrate,KS,2,T,0
2013,Arformoterol Tartrate,KS,2,F,162
2013,Formoterol Fumarate,KS,2,T,0
2013,Formoterol Fumarate,KS,2,F,40
2013,Roflumilast,KS,2,T,0
2013,Roflumilast,KS,2,F,176
2013,Aclidinium Bromide,KY,1,T,0
2013,Aclidinium Bromide,KY,1,F,1713
2013,Albuterol Sulfate/Ipratropium Bromide,KY,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,KY,1,F,17706
2013,Arformoterol Tartrate,KY,1,F,71
2013,Arformoterol Tartrate,KY,1,T,0
2013,Formoterol Fumarate,KY,1,T,0
2013,Indacaterol Maleate,KY,1,T,0
2013,Roflumilast,KY,1,F,869
2013,Roflumilast,KY,1,T,0
2013,Aclidinium Bromide,KY,2,T,0
2013,Aclidinium Bromide,KY,2,F,3419
2013,Albuterol Sulfate/Ipratropium Bromide,KY,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,KY,2,F,10740
2013,Arformoterol Tartrate,KY,2,T,0
2013,Arformoterol Tartrate,KY,2,F,70
2013,Formoterol Fumarate,KY,2,T,0
2013,Formoterol Fumarate,KY,2,F,13
2013,Indacaterol Maleate,KY,2,T,0
2013,Roflumilast,KY,2,F,607
2013,Roflumilast,KY,2,T,0
2013,Aclidinium Bromide,LA,1,T,0
2013,Aclidinium Bromide,LA,1,F,140
2013,Albuterol Sulfate/Ipratropium Bromide,LA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,LA,1,F,9818
2013,Arformoterol Tartrate,LA,1,T,0
2013,Arformoterol Tartrate,LA,1,F,90
2013,Formoterol Fumarate,LA,1,T,0
2013,Formoterol Fumarate,LA,1,F,100
2013,Roflumilast,LA,1,F,906
2013,Roflumilast,LA,1,T,0
2013,Aclidinium Bromide,LA,2,F,293
2013,Albuterol Sulfate/Ipratropium Bromide,LA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,LA,2,F,8388
2013,Arformoterol Tartrate,LA,2,F,118
2013,Formoterol Fumarate,LA,2,T,0
2013,Formoterol Fumarate,LA,2,F,108
2013,Roflumilast,LA,2,F,802
2013,Roflumilast,LA,2,T,0
2013,Aclidinium Bromide,MA,1,T,0
2013,Aclidinium Bromide,MA,1,F,80
2013,Albuterol Sulfate/Ipratropium Bromide,MA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MA,1,F,13948
2013,Arformoterol Tartrate,MA,1,F,111
2013,Arformoterol Tartrate,MA,1,T,0
2013,Formoterol Fumarate,MA,1,F,321
2013,Formoterol Fumarate,MA,1,T,0
2013,Indacaterol Maleate,MA,1,T,0
2013,Roflumilast,MA,1,F,294
2013,Aclidinium Bromide,MA,2,F,326
2013,Albuterol Sulfate/Ipratropium Bromide,MA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MA,2,F,11689
2013,Arformoterol Tartrate,MA,2,F,121
2013,Arformoterol Tartrate,MA,2,T,0
2013,Formoterol Fumarate,MA,2,F,281
2013,Formoterol Fumarate,MA,2,T,0
2013,Indacaterol Maleate,MA,2,T,0
2013,Roflumilast,MA,2,F,356
2013,Roflumilast,MA,2,T,0
2013,Aclidinium Bromide,MD,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MD,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MD,1,F,12303
2013,Arformoterol Tartrate,MD,1,T,0
2013,Formoterol Fumarate,MD,1,F,267
2013,Formoterol Fumarate,MD,1,T,0
2013,Roflumilast,MD,1,F,110
2013,Roflumilast,MD,1,T,0
2013,Aclidinium Bromide,MD,2,T,0
2013,Aclidinium Bromide,MD,2,F,42
2013,Albuterol Sulfate/Ipratropium Bromide,MD,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MD,2,F,12048
2013,Arformoterol Tartrate,MD,2,T,0
2013,Formoterol Fumarate,MD,2,T,0
2013,Formoterol Fumarate,MD,2,F,227
2013,Roflumilast,MD,2,T,0
2013,Roflumilast,MD,2,F,84
2013,Aclidinium Bromide,ME,1,T,0
2013,Aclidinium Bromide,ME,1,F,13
2013,Albuterol Sulfate/Ipratropium Bromide,ME,1,F,6878
2013,Albuterol Sulfate/Ipratropium Bromide,ME,1,T,0
2013,Arformoterol Tartrate,ME,1,F,82
2013,Formoterol Fumarate,ME,1,F,160
2013,Formoterol Fumarate,ME,1,T,0
2013,Indacaterol Maleate,ME,1,T,0
2013,Roflumilast,ME,1,F,128
2013,Aclidinium Bromide,ME,2,F,43
2013,Albuterol Sulfate/Ipratropium Bromide,ME,2,F,3885
2013,Albuterol Sulfate/Ipratropium Bromide,ME,2,T,0
2013,Arformoterol Tartrate,ME,2,F,66
2013,Formoterol Fumarate,ME,2,F,177
2013,Formoterol Fumarate,ME,2,T,0
2013,Indacaterol Maleate,ME,2,T,0
2013,Roflumilast,ME,2,F,137
2013,Aclidinium Bromide,MI,1,T,0
2013,Aclidinium Bromide,MI,1,F,97
2013,Albuterol Sulfate/Ipratropium Bromide,MI,1,F,15925
2013,Albuterol Sulfate/Ipratropium Bromide,MI,1,T,0
2013,Arformoterol Tartrate,MI,1,F,273
2013,Arformoterol Tartrate,MI,1,T,0
2013,Formoterol Fumarate,MI,1,F,540
2013,Formoterol Fumarate,MI,1,T,0
2013,Indacaterol Maleate,MI,1,T,0
2013,Roflumilast,MI,1,F,279
2013,Roflumilast,MI,1,T,0
2013,Aclidinium Bromide,MI,2,T,0
2013,Aclidinium Bromide,MI,2,F,158
2013,Albuterol Sulfate/Ipratropium Bromide,MI,2,F,11247
2013,Albuterol Sulfate/Ipratropium Bromide,MI,2,T,0
2013,Arformoterol Tartrate,MI,2,F,222
2013,Arformoterol Tartrate,MI,2,T,0
2013,Formoterol Fumarate,MI,2,F,402
2013,Formoterol Fumarate,MI,2,T,0
2013,Indacaterol Maleate,MI,2,T,0
2013,Roflumilast,MI,2,T,0
2013,Roflumilast,MI,2,F,278
2013,Aclidinium Bromide,MN,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MN,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MN,1,F,16961
2013,Arformoterol Tartrate,MN,1,T,0
2013,Arformoterol Tartrate,MN,1,F,551
2013,Formoterol Fumarate,MN,1,F,339
2013,Formoterol Fumarate,MN,1,T,0
2013,Roflumilast,MN,1,T,0
2013,Roflumilast,MN,1,F,110
2013,Aclidinium Bromide,MN,2,T,0
2013,Aclidinium Bromide,MN,2,F,49
2013,Albuterol Sulfate/Ipratropium Bromide,MN,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MN,2,F,18160
2013,Arformoterol Tartrate,MN,2,T,0
2013,Arformoterol Tartrate,MN,2,F,628
2013,Formoterol Fumarate,MN,2,F,468
2013,Formoterol Fumarate,MN,2,T,0
2013,Roflumilast,MN,2,F,136
2013,Roflumilast,MN,2,T,0
2013,Aclidinium Bromide,MO,1,F,299
2013,Albuterol Sulfate/Ipratropium Bromide,MO,1,F,24696
2013,Albuterol Sulfate/Ipratropium Bromide,MO,1,T,0
2013,Arformoterol Tartrate,MO,1,F,1315
2013,Formoterol Fumarate,MO,1,F,1315
2013,Formoterol Fumarate,MO,1,T,0
2013,Indacaterol Maleate,MO,1,T,0
2013,Roflumilast,MO,1,F,2298
2013,Roflumilast,MO,1,T,0
2013,Aclidinium Bromide,MO,2,F,469
2013,Albuterol Sulfate/Ipratropium Bromide,MO,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MO,2,F,24598
2013,Arformoterol Tartrate,MO,2,F,1707
2013,Formoterol Fumarate,MO,2,F,1121
2013,Formoterol Fumarate,MO,2,T,0
2013,Indacaterol Maleate,MO,2,T,0
2013,Roflumilast,MO,2,F,2548
2013,Roflumilast,MO,2,T,0
2013,Aclidinium Bromide,MS,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MS,1,F,2960
2013,Albuterol Sulfate/Ipratropium Bromide,MS,1,T,0
2013,Arformoterol Tartrate,MS,1,T,0
2013,Formoterol Fumarate,MS,1,T,0
2013,Formoterol Fumarate,MS,1,F,63
2013,Roflumilast,MS,1,F,33
2013,Roflumilast,MS,1,T,0
2013,Aclidinium Bromide,MS,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MS,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MS,2,F,3381
2013,Arformoterol Tartrate,MS,2,T,0
2013,Formoterol Fumarate,MS,2,F,69
2013,Formoterol Fumarate,MS,2,T,0
2013,Roflumilast,MS,2,T,0
2013,Roflumilast,MS,2,F,48
2013,Aclidinium Bromide,MT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,MT,1,F,2610
2013,Albuterol Sulfate/Ipratropium Bromide,MT,1,T,0
2013,Arformoterol Tartrate,MT,1,T,0
2013,Arformoterol Tartrate,MT,1,F,118
2013,Formoterol Fumarate,MT,1,T,0
2013,Indacaterol Maleate,MT,1,T,0
2013,Roflumilast,MT,1,F,33
2013,Aclidinium Bromide,MT,2,T,0
